Categorie,Sous_categorie,Produit_process,Unite,Type_prestation,Prestation,Emissions_CO2
Couverture,Eléments de couverture,Echelle accès,ml,simple,Pose + fourniture,52.47
Couverture,Eléments de couverture,Echelle accès,ml,simple,Dépose + fourniture + pose,55.63
Couverture,Eléments de couverture,Chapeau,u,simple,Dépose matériaux sinistrés,1.36
Couverture,Eléments de couverture,Chapeau,u,simple,Fourniture matériaux neufs,65.59
Couverture,Eléments de couverture,Chapeau,u,simple,Pose matériaux neufs,4.8
Couverture,Eléments de couverture,Chapeau,u,simple,Pose + fourniture,70.4
Couverture,Eléments de couverture,Chapeau,u,simple,Dépose + fourniture + pose,71.76
Couverture,Eléments de couverture,Crosse,u,simple,Dépose matériaux sinistrés,10.21
Couverture,Eléments de couverture,Crosse,u,simple,Fourniture matériaux neufs,29.63
Couverture,Eléments de couverture,Crosse,u,simple,Pose matériaux neufs,1.76
Couverture,Eléments de couverture,Crosse,u,simple,Pose + fourniture,31.39
Couverture,Eléments de couverture,Crosse,u,simple,Dépose + fourniture + pose,41.61
Couverture,Eléments de couverture,Ventilation primaire,u,simple,Dépose matériaux sinistrés,1.22
Couverture,Eléments de couverture,Ventilation primaire,u,simple,Fourniture matériaux neufs,11.52
Couverture,Eléments de couverture,Ventilation primaire,u,simple,Pose matériaux neufs,1.19
Couverture,Eléments de couverture,Ventilation primaire,u,simple,Pose + fourniture,12.71
Couverture,Eléments de couverture,Ventilation primaire,u,simple,Dépose + fourniture + pose,13.94
Couverture,Eléments de couverture,Mitron de cheminée (terre cuite),ml,simple,Dépose matériaux sinistrés,0.57
Couverture,Eléments de couverture,Mitron de cheminée (terre cuite),ml,simple,Fourniture matériaux neufs,5.8
Couverture,Eléments de couverture,Mitron de cheminée (terre cuite),ml,simple,Pose matériaux neufs,9.03
Couverture,Eléments de couverture,Mitron de cheminée (terre cuite),ml,simple,Pose + fourniture,14.83
Couverture,Eléments de couverture,Mitron de cheminée (terre cuite),ml,simple,Dépose + fourniture + pose,15.4
Couverture,Eléments de couverture,Mitron de cheminée (pierre),m²,simple,Dépose matériaux sinistrés,6.78
Couverture,Eléments de couverture,Mitron de cheminée (pierre),m²,simple,Fourniture matériaux neufs,13.2
Couverture,Eléments de couverture,Mitron de cheminée (pierre),m²,simple,Pose matériaux neufs,47.68
Couverture,Eléments de couverture,Mitron de cheminée (pierre),m²,simple,Pose + fourniture,60.88
Couverture,Eléments de couverture,Mitron de cheminée (pierre),m²,simple,Dépose + fourniture + pose,67.67
Couverture,Eléments de couverture,Skydome/ puit de lumière,m²,simple,Dépose matériaux sinistrés,16.2
Couverture,Eléments de couverture,Skydome/ puit de lumière,m²,simple,Fourniture matériaux neufs,121.26
Couverture,Eléments de couverture,Skydome/ puit de lumière,m²,simple,Pose matériaux neufs,4.55
Couverture,Eléments de couverture,Skydome/ puit de lumière,m²,simple,Pose + fourniture,125.81
Couverture,Eléments de couverture,Skydome/ puit de lumière,m²,simple,Dépose + fourniture + pose,142.01
Couverture,Eléments de couverture,Protections collectives,m²,simple,Dépose matériaux sinistrés,3.44
Couverture,Eléments de couverture,Protections collectives,m²,simple,Fourniture matériaux neufs,3.44
Couverture,Eléments de couverture,Protections collectives,m²,simple,Pose matériaux neufs,3.44
Couverture,Eléments de couverture,Protections collectives,m²,simple,Pose + fourniture,3.44
Couverture,Eléments de couverture,Protections collectives,m²,simple,Dépose + fourniture + pose,3.44
Couverture,Eléments de couverture,Ligne de vie,ml,simple,Dépose matériaux sinistrés,0.52
Couverture,Eléments de couverture,Ligne de vie,ml,simple,Fourniture matériaux neufs,7.95
Couverture,Eléments de couverture,Ligne de vie,ml,simple,Pose matériaux neufs,3.46
Couverture,Eléments de couverture,Ligne de vie,ml,simple,Pose + fourniture,11.41
Couverture,Eléments de couverture,Ligne de vie,ml,simple,Dépose + fourniture + pose,11.93
Couverture,Eléments de couverture,Chéneau encastré zinc avec support,ml,simple,Dépose matériaux sinistrés,0.08
Couverture,Eléments de couverture,Chéneau encastré zinc avec support,ml,simple,Fourniture matériaux neufs,4.73
Couverture,Eléments de couverture,Chéneau encastré zinc avec support,ml,simple,Pose matériaux neufs,2.08
Couverture,Eléments de couverture,Chéneau encastré zinc avec support,ml,simple,Pose + fourniture,6.81
Couverture,Eléments de couverture,Chéneau encastré zinc avec support,ml,simple,Dépose + fourniture + pose,6.9
Couverture,Eléments de couverture,Forfait vérification minimum avec remplacement quelques tuiles mécaniques/emboitements,forfait,simple,Dépose matériaux sinistrés,3.67
Couverture,Eléments de couverture,Forfait vérification minimum avec remplacement quelques tuiles mécaniques/emboitements,forfait,simple,Fourniture matériaux neufs,15.77
Couverture,Eléments de couverture,Forfait vérification minimum avec remplacement quelques tuiles mécaniques/emboitements,forfait,simple,Pose matériaux neufs,4.9
Couverture,Eléments de couverture,Forfait vérification minimum avec remplacement quelques tuiles mécaniques/emboitements,forfait,simple,Pose + fourniture,17.23
Couverture,Eléments de couverture,Forfait vérification minimum avec remplacement quelques tuiles mécaniques/emboitements,forfait,simple,Dépose + fourniture + pose,17.46
Couverture,Eléments de couverture,Forfait vérification minimum avec remplacement quelques tuiles canal,forfait,simple,Dépose matériaux sinistrés,3.78
Couverture,Eléments de couverture,Forfait vérification minimum avec remplacement quelques tuiles canal,forfait,simple,Fourniture matériaux neufs,22.18
Couverture,Eléments de couverture,Forfait vérification minimum avec remplacement quelques tuiles canal,forfait,simple,Pose matériaux neufs,5.79
Couverture,Eléments de couverture,Forfait vérification minimum avec remplacement quelques tuiles canal,forfait,simple,Pose + fourniture,24.53
Couverture,Eléments de couverture,Forfait vérification minimum avec remplacement quelques tuiles canal,forfait,simple,Dépose + fourniture + pose,24.86
Couverture,Eléments de couverture,Forfait vérification minimum avec remplacement quelques ardoises,forfait,simple,Dépose matériaux sinistrés,3.77
Couverture,Eléments de couverture,Forfait vérification minimum avec remplacement quelques ardoises,forfait,simple,Fourniture matériaux neufs,7.72
Couverture,Eléments de couverture,Forfait vérification minimum avec remplacement quelques ardoises,forfait,simple,Pose matériaux neufs,8.04
Couverture,Eléments de couverture,Forfait vérification minimum avec remplacement quelques ardoises,forfait,simple,Pose + fourniture,12.32
Couverture,Eléments de couverture,Forfait vérification minimum avec remplacement quelques ardoises,forfait,simple,Dépose + fourniture + pose,12.65
Couverture,Sous-toiture / support,Ecran sous toiture y compris contre litonnage,m²,simple,Dépose matériaux sinistrés,0.02
Couverture,Sous-toiture / support,Ecran sous toiture y compris contre litonnage,m²,simple,Fourniture matériaux neufs,0.93
Couverture,Sous-toiture / support,Ecran sous toiture y compris contre litonnage,m²,simple,Pose matériaux neufs,0.38
Couverture,Sous-toiture / support,Ecran sous toiture y compris contre litonnage,m²,simple,Pose + fourniture,1.3
Couverture,Sous-toiture / support,Ecran sous toiture y compris contre litonnage,m²,simple,Dépose + fourniture + pose,1.32
Couverture,Sous-toiture / support,Pare vapeur,m²,simple,Dépose matériaux sinistrés,0.0
Couverture,Sous-toiture / support,Pare vapeur,m²,simple,Fourniture matériaux neufs,1.29
Couverture,Sous-toiture / support,Pare vapeur,m²,simple,Pose matériaux neufs,0.25
Couverture,Sous-toiture / support,Pare vapeur,m²,simple,Pose + fourniture,1.54
Couverture,Sous-toiture / support,Pare vapeur,m²,simple,Dépose + fourniture + pose,1.54
Couverture,Sous-toiture / support,Pare pluie,m²,simple,Dépose matériaux sinistrés,0.02
Couverture,Sous-toiture / support,Pare pluie,m²,simple,Fourniture matériaux neufs,5.18
Couverture,Sous-toiture / support,Pare pluie,m²,simple,Pose matériaux neufs,1.02
Couverture,Sous-toiture / support,Pare pluie,m²,simple,Pose + fourniture,6.2
Couverture,Sous-toiture / support,Pare pluie,m²,simple,Dépose + fourniture + pose,6.23
Couverture,Photovoltaïque,Panneau Photovoltaïque,m²,simple,Dépose matériaux sinistrés,528.96
Couverture,Photovoltaïque,Panneau Photovoltaïque,m²,simple,Fourniture matériaux neufs,2211.41
Couverture,Photovoltaïque,Panneau Photovoltaïque,m²,simple,Pose matériaux neufs,265.78
Couverture,Photovoltaïque,Panneau Photovoltaïque,m²,simple,Pose + fourniture,2477.19
Couverture,Photovoltaïque,Panneau Photovoltaïque,m²,simple,Dépose + fourniture + pose,3006.15
Couverture,Photovoltaïque,Réseau de cables,ml,simple,Dépose matériaux sinistrés,0.01
Couverture,Photovoltaïque,Réseau de cables,ml,simple,Fourniture matériaux neufs,0.19
Couverture,Photovoltaïque,Réseau de cables,ml,simple,Pose matériaux neufs,0.03
Couverture,Photovoltaïque,Réseau de cables,ml,simple,Pose + fourniture,0.22
Couverture,Photovoltaïque,Réseau de cables,ml,simple,Dépose + fourniture + pose,0.23
Couverture,Photovoltaïque,Tuiles photovoltaïque,m²,simple,Dépose matériaux sinistrés,31.7
Couverture,Photovoltaïque,Tuiles photovoltaïque,m²,simple,Fourniture matériaux neufs,331.37
Couverture,Photovoltaïque,Tuiles photovoltaïque,m²,simple,Pose matériaux neufs,3.08
Couverture,Photovoltaïque,Tuiles photovoltaïque,m²,simple,Pose + fourniture,334.45
Couverture,Photovoltaïque,Tuiles photovoltaïque,m²,simple,Dépose + fourniture + pose,366.15
Couverture,Photovoltaïque,Onduleur,unité,simple,Dépose matériaux sinistrés,0.88
Couverture,Photovoltaïque,Onduleur,unité,simple,Fourniture matériaux neufs,234.46
Couverture,Photovoltaïque,Onduleur,unité,simple,Pose matériaux neufs,21.21
Couverture,Photovoltaïque,Onduleur,unité,simple,Pose + fourniture,255.66
Couverture,Photovoltaïque,Onduleur,unité,simple,Dépose + fourniture + pose,256.54
Couverture,Solaire thermique,Panneau solaire thermique,m²,simple,Dépose matériaux sinistrés,1.75
Couverture,Solaire thermique,Panneau solaire thermique,m²,simple,Fourniture matériaux neufs,67.43
Couverture,Solaire thermique,Panneau solaire thermique,m²,simple,Pose matériaux neufs,53.48
Couverture,Solaire thermique,Panneau solaire thermique,m²,simple,Pose + fourniture,120.92
Couverture,Solaire thermique,Panneau solaire thermique,m²,simple,Dépose + fourniture + pose,122.67
Couverture,Solaire thermique,Ballon solaire,U,simple,Dépose matériaux sinistrés,24.13
Couverture,Solaire thermique,Ballon solaire,U,simple,Fourniture matériaux neufs,983.07
Couverture,Solaire thermique,Ballon solaire,U,simple,Pose matériaux neufs,336.13
Couverture,Solaire thermique,Ballon solaire,U,simple,Pose + fourniture,1319.2
Couverture,Solaire thermique,Ballon solaire,U,simple,Dépose + fourniture + pose,1343.33
Couverture,Solaire thermique,Ossature métallique,ml,simple,Dépose matériaux sinistrés,0.04
Couverture,Solaire thermique,Ossature métallique,ml,simple,Fourniture matériaux neufs,1.54
Couverture,Solaire thermique,Ossature métallique,ml,simple,Pose matériaux neufs,0.11
Couverture,Solaire thermique,Ossature métallique,ml,simple,Pose + fourniture,1.65
Couverture,Solaire thermique,Ossature métallique,ml,simple,Dépose + fourniture + pose,1.68
Menuiseries extérieures,Fenêtres / Porte-fenêtres,Menuiseries PVC double vitrage,m²,simple,Dépose matériaux sinistrés,2.25
Menuiseries extérieures,Fenêtres / Porte-fenêtres,Menuiseries PVC double vitrage,m²,simple,Fourniture matériaux neufs,82.46
Menuiseries extérieures,Fenêtres / Porte-fenêtres,Menuiseries PVC double vitrage,m²,simple,Pose matériaux neufs,4.48
Menuiseries extérieures,Fenêtres / Porte-fenêtres,Menuiseries PVC double vitrage,m²,simple,Pose + fourniture,86.95
Menuiseries extérieures,Fenêtres / Porte-fenêtres,Menuiseries PVC double vitrage,m²,simple,Dépose + fourniture + pose,89.2
Menuiseries extérieures,Fenêtres / Porte-fenêtres,Menuiseries alu double vitrage,m²,simple,Dépose matériaux sinistrés,1.22
Menuiseries extérieures,Fenêtres / Porte-fenêtres,Menuiseries alu double vitrage,m²,simple,Fourniture matériaux neufs,110.36
Menuiseries extérieures,Fenêtres / Porte-fenêtres,Menuiseries alu double vitrage,m²,simple,Pose matériaux neufs,7.49
Menuiseries extérieures,Fenêtres / Porte-fenêtres,Menuiseries alu double vitrage,m²,simple,Pose + fourniture,117.85
Menuiseries extérieures,Fenêtres / Porte-fenêtres,Menuiseries alu double vitrage,m²,simple,Dépose + fourniture + pose,119.07
Menuiseries extérieures,Fenêtres / Porte-fenêtres,Menuiseries bois double vitrage,m²,simple,Dépose matériaux sinistrés,-1.15
Menuiseries extérieures,Fenêtres / Porte-fenêtres,Menuiseries bois double vitrage,m²,simple,Fourniture matériaux neufs,46.65
Menuiseries extérieures,Fenêtres / Porte-fenêtres,Menuiseries bois double vitrage,m²,simple,Pose matériaux neufs,10.62
Menuiseries extérieures,Fenêtres / Porte-fenêtres,Menuiseries bois double vitrage,m²,simple,Pose + fourniture,57.27
Menuiseries extérieures,Fenêtres / Porte-fenêtres,Menuiseries bois double vitrage,m²,simple,Dépose + fourniture + pose,56.13
Menuiseries extérieures,Portes,Portes PVC,m²,simple,Dépose matériaux sinistrés,11.68
Menuiseries extérieures,Portes,Portes PVC,m²,simple,Fourniture matériaux neufs,103.37
Menuiseries extérieures,Portes,Portes PVC,m²,simple,Pose matériaux neufs,12.64
Menuiseries extérieures,Portes,Portes PVC,m²,simple,Pose + fourniture,116.01
Menuiseries extérieures,Portes,Portes PVC,m²,simple,Dépose + fourniture + pose,127.69
Menuiseries extérieures,Portes,Portes alu,m²,simple,Dépose matériaux sinistrés,1.79
Menuiseries extérieures,Portes,Portes alu,m²,simple,Fourniture matériaux neufs,336.75
Menuiseries extérieures,Portes,Portes alu,m²,simple,Pose matériaux neufs,6.45
Menuiseries extérieures,Portes,Portes alu,m²,simple,Pose + fourniture,343.2
Menuiseries extérieures,Portes,Portes alu,m²,simple,Dépose + fourniture + pose,344.99
Menuiseries extérieures,Portes,Portes bois,m²,simple,Dépose matériaux sinistrés,18.17
Menuiseries extérieures,Portes,Portes bois,m²,simple,Fourniture matériaux neufs,83.7
Menuiseries extérieures,Portes,Portes bois,m²,simple,Pose matériaux neufs,8.19
Menuiseries extérieures,Portes,Portes bois,m²,simple,Pose + fourniture,91.89
Menuiseries extérieures,Portes,Portes bois,m²,simple,Dépose + fourniture + pose,110.05
Menuiseries extérieures,Portes,Portes acier,m²,simple,Dépose matériaux sinistrés,12.57
Menuiseries extérieures,Portes,Portes acier,m²,simple,Fourniture matériaux neufs,307.01
Menuiseries extérieures,Portes,Portes acier,m²,simple,Pose matériaux neufs,27.53
Menuiseries extérieures,Portes,Portes acier,m²,simple,Pose + fourniture,334.54
Menuiseries extérieures,Portes,Portes acier,m²,simple,Dépose + fourniture + pose,347.11
Menuiseries extérieures,Portes garage,Portes sectionnelles acier isolantes avec motorisation,m²,simple,Dépose matériaux sinistrés,3.19
Menuiseries extérieures,Portes garage,Portes sectionnelles acier isolantes avec motorisation,m²,simple,Fourniture matériaux neufs,265.35
Menuiseries extérieures,Portes garage,Portes sectionnelles acier isolantes avec motorisation,m²,simple,Pose matériaux neufs,8.93
Menuiseries extérieures,Portes garage,Portes sectionnelles acier isolantes avec motorisation,m²,simple,Pose + fourniture,274.27
Menuiseries extérieures,Portes garage,Portes sectionnelles acier isolantes avec motorisation,m²,simple,Dépose + fourniture + pose,277.46
Menuiseries extérieures,Portes garage,Portes sectionnelles acier isolantes sans motorisation,m²,simple,Dépose matériaux sinistrés,1.35
Menuiseries extérieures,Portes garage,Portes sectionnelles acier isolantes sans motorisation,m²,simple,Fourniture matériaux neufs,118.31
Menuiseries extérieures,Portes garage,Portes sectionnelles acier isolantes sans motorisation,m²,simple,Pose matériaux neufs,5.76
Menuiseries extérieures,Portes garage,Portes sectionnelles acier isolantes sans motorisation,m²,simple,Pose + fourniture,124.07
Menuiseries extérieures,Portes garage,Portes sectionnelles acier isolantes sans motorisation,m²,simple,Dépose + fourniture + pose,125.42
Menuiseries extérieures,Portes garage,Portes basculantes acier avec motorisation,m²,simple,Dépose matériaux sinistrés,5.41
Menuiseries extérieures,Portes garage,Portes basculantes acier avec motorisation,m²,simple,Fourniture matériaux neufs,172.57
Menuiseries extérieures,Portes garage,Portes basculantes acier avec motorisation,m²,simple,Pose matériaux neufs,3.5
Menuiseries extérieures,Portes garage,Portes basculantes acier avec motorisation,m²,simple,Pose + fourniture,176.07
Menuiseries extérieures,Portes garage,Portes basculantes acier avec motorisation,m²,simple,Dépose + fourniture + pose,181.49
Menuiseries extérieures,Portes garage,Portes basculantes acier sans motorisation,m²,simple,Dépose matériaux sinistrés,1.51
Menuiseries extérieures,Portes garage,Portes basculantes acier sans motorisation,m²,simple,Fourniture matériaux neufs,67.19
Menuiseries extérieures,Portes garage,Portes basculantes acier sans motorisation,m²,simple,Pose matériaux neufs,1.65
Menuiseries extérieures,Portes garage,Portes basculantes acier sans motorisation,m²,simple,Pose + fourniture,68.84
Menuiseries extérieures,Portes garage,Portes basculantes acier sans motorisation,m²,simple,Dépose + fourniture + pose,70.35
Menuiseries extérieures,Portail,Portail PVC sans motorisation,m²,simple,Dépose matériaux sinistrés,11.68
Menuiseries extérieures,Portail,Portail PVC sans motorisation,m²,simple,Fourniture matériaux neufs,103.37
Menuiseries extérieures,Portail,Portail PVC sans motorisation,m²,simple,Pose matériaux neufs,12.64
Menuiseries extérieures,Portail,Portail PVC sans motorisation,m²,simple,Pose + fourniture,116.01
Menuiseries extérieures,Portail,Portail PVC sans motorisation,m²,simple,Dépose + fourniture + pose,127.69
Menuiseries extérieures,Portail,Portail bois sans motorisation,m²,simple,Dépose matériaux sinistrés,18.17
Menuiseries extérieures,Portail,Portail bois sans motorisation,m²,simple,Fourniture matériaux neufs,83.7
Menuiseries extérieures,Portail,Portail bois sans motorisation,m²,simple,Pose matériaux neufs,8.19
Menuiseries extérieures,Portail,Portail bois sans motorisation,m²,simple,Pose + fourniture,91.89
Menuiseries extérieures,Portail,Portail bois sans motorisation,m²,simple,Dépose + fourniture + pose,110.05
Menuiseries extérieures,Portail,Portail alu sans motorisation,m²,simple,Dépose matériaux sinistrés,19.39
Menuiseries extérieures,Portail,Portail alu sans motorisation,m²,simple,Fourniture matériaux neufs,1761.5
Menuiseries extérieures,Portail,Portail alu sans motorisation,m²,simple,Pose matériaux neufs,113.59
Menuiseries extérieures,Portail,Portail alu sans motorisation,m²,simple,Pose + fourniture,1875.09
Menuiseries extérieures,Portail,Portail alu sans motorisation,m²,simple,Dépose + fourniture + pose,1894.48
Menuiseries extérieures,Portail,Portail acier sans motorisation,m²,simple,Dépose matériaux sinistrés,9.92
Menuiseries extérieures,Portail,Portail acier sans motorisation,m²,simple,Fourniture matériaux neufs,82.54
Menuiseries extérieures,Portail,Portail acier sans motorisation,m²,simple,Pose matériaux neufs,134.62
Menuiseries extérieures,Portail,Portail acier sans motorisation,m²,simple,Pose + fourniture,217.15
Menuiseries extérieures,Portail,Portail acier sans motorisation,m²,simple,Dépose + fourniture + pose,227.08
Menuiseries extérieures,Portail,Portail PVC avec motorisation,m²,composée,Dépose matériaux sinistrés,13.74
Menuiseries extérieures,Portail,Portail PVC avec motorisation,m²,composée,Fourniture matériaux neufs,186.47
Menuiseries extérieures,Portail,Portail PVC avec motorisation,m²,composée,Pose matériaux neufs,18.56
Menuiseries extérieures,Portail,Portail PVC avec motorisation,m²,composée,Pose + fourniture,205.03
Menuiseries extérieures,Portail,Portail PVC avec motorisation,m²,composée,Dépose + fourniture + pose,218.77
Menuiseries extérieures,Portail,Portail bois avec motorisation,m²,composée,Dépose matériaux sinistrés,20.23
Menuiseries extérieures,Portail,Portail bois avec motorisation,m²,composée,Fourniture matériaux neufs,166.8
Menuiseries extérieures,Portail,Portail bois avec motorisation,m²,composée,Pose matériaux neufs,14.12
Menuiseries extérieures,Portail,Portail bois avec motorisation,m²,composée,Pose + fourniture,180.91
Menuiseries extérieures,Portail,Portail bois avec motorisation,m²,composée,Dépose + fourniture + pose,201.14
Menuiseries extérieures,Portail,Portail alu avec motorisation,m²,composée,Dépose matériaux sinistrés,21.45
Menuiseries extérieures,Portail,Portail alu avec motorisation,m²,composée,Fourniture matériaux neufs,1844.6
Menuiseries extérieures,Portail,Portail alu avec motorisation,m²,composée,Pose matériaux neufs,119.52
Menuiseries extérieures,Portail,Portail alu avec motorisation,m²,composée,Pose + fourniture,1964.12
Menuiseries extérieures,Portail,Portail alu avec motorisation,m²,composée,Dépose + fourniture + pose,1985.56
Menuiseries extérieures,Portail,Portail acier avec motorisation,m²,composée,Dépose matériaux sinistrés,11.98
Menuiseries extérieures,Portail,Portail acier avec motorisation,m²,composée,Fourniture matériaux neufs,165.64
Menuiseries extérieures,Portail,Portail acier avec motorisation,m²,composée,Pose matériaux neufs,140.54
Menuiseries extérieures,Portail,Portail acier avec motorisation,m²,composée,Pose + fourniture,306.18
Menuiseries extérieures,Portail,Portail acier avec motorisation,m²,composée,Dépose + fourniture + pose,318.16
Menuiseries extérieures,Volets,Volets battants PVC,m²,simple,Dépose matériaux sinistrés,1.17
Menuiseries extérieures,Volets,Volets battants PVC,m²,simple,Fourniture matériaux neufs,58.11
Menuiseries extérieures,Volets,Volets battants PVC,m²,simple,Pose matériaux neufs,1.73
Menuiseries extérieures,Volets,Volets battants PVC,m²,simple,Pose + fourniture,59.84
Menuiseries extérieures,Volets,Volets battants PVC,m²,simple,Dépose + fourniture + pose,61.01
Menuiseries extérieures,Volets,Volets battants bois,m²,simple,Dépose matériaux sinistrés,2.45
Menuiseries extérieures,Volets,Volets battants bois,m²,simple,Fourniture matériaux neufs,49.75
Menuiseries extérieures,Volets,Volets battants bois,m²,simple,Pose matériaux neufs,2.21
Menuiseries extérieures,Volets,Volets battants bois,m²,simple,Pose + fourniture,51.96
Menuiseries extérieures,Volets,Volets battants bois,m²,simple,Dépose + fourniture + pose,54.4
Menuiseries extérieures,Volets,Volets battants alu,m²,simple,Dépose matériaux sinistrés,0.58
Menuiseries extérieures,Volets,Volets battants alu,m²,simple,Fourniture matériaux neufs,117.87
Menuiseries extérieures,Volets,Volets battants alu,m²,simple,Pose matériaux neufs,1.55
Menuiseries extérieures,Volets,Volets battants alu,m²,simple,Pose + fourniture,119.42
Menuiseries extérieures,Volets,Volets battants alu,m²,simple,Dépose + fourniture + pose,120.0
Menuiseries extérieures,Volets,Volets battants acier,m²,simple,Dépose matériaux sinistrés,0.57
Menuiseries extérieures,Volets,Volets battants acier,m²,simple,Fourniture matériaux neufs,181.38
Menuiseries extérieures,Volets,Volets battants acier,m²,simple,Pose matériaux neufs,3.42
Menuiseries extérieures,Volets,Volets battants acier,m²,simple,Pose + fourniture,184.8
Menuiseries extérieures,Volets,Volets battants acier,m²,simple,Dépose + fourniture + pose,185.38
Menuiseries extérieures,Volets,Volets roulants sans motorisation PVC,m²,simple,Dépose matériaux sinistrés,1.14
Menuiseries extérieures,Volets,Volets roulants sans motorisation PVC,m²,simple,Fourniture matériaux neufs,76.61
Menuiseries extérieures,Volets,Volets roulants sans motorisation PVC,m²,simple,Pose matériaux neufs,1.82
Menuiseries extérieures,Volets,Volets roulants sans motorisation PVC,m²,simple,Pose + fourniture,78.43
Menuiseries extérieures,Volets,Volets roulants sans motorisation PVC,m²,simple,Dépose + fourniture + pose,79.57
Menuiseries extérieures,Volets,Volets roulants sans motorisation bois,m²,simple,Dépose matériaux sinistrés,0.73
Menuiseries extérieures,Volets,Volets roulants sans motorisation bois,m²,simple,Fourniture matériaux neufs,143.71
Menuiseries extérieures,Volets,Volets roulants sans motorisation bois,m²,simple,Pose matériaux neufs,12.45
Menuiseries extérieures,Volets,Volets roulants sans motorisation bois,m²,simple,Pose + fourniture,156.16
Menuiseries extérieures,Volets,Volets roulants sans motorisation bois,m²,simple,Dépose + fourniture + pose,156.88
Menuiseries extérieures,Volets,Volets roulants sans motorisation alu,m²,simple,Dépose matériaux sinistrés,0.64
Menuiseries extérieures,Volets,Volets roulants sans motorisation alu,m²,simple,Fourniture matériaux neufs,137.45
Menuiseries extérieures,Volets,Volets roulants sans motorisation alu,m²,simple,Pose matériaux neufs,1.78
Menuiseries extérieures,Volets,Volets roulants sans motorisation alu,m²,simple,Pose + fourniture,139.23
Menuiseries extérieures,Volets,Volets roulants sans motorisation alu,m²,simple,Dépose + fourniture + pose,139.87
Menuiseries extérieures,Volets,Volets roulants sans motorisation acier,m²,simple,Dépose matériaux sinistrés,0.57
Menuiseries extérieures,Volets,Volets roulants sans motorisation acier,m²,simple,Fourniture matériaux neufs,181.38
Menuiseries extérieures,Volets,Volets roulants sans motorisation acier,m²,simple,Pose matériaux neufs,3.42
Menuiseries extérieures,Volets,Volets roulants sans motorisation acier,m²,simple,Pose + fourniture,184.8
Menuiseries extérieures,Volets,Volets roulants sans motorisation acier,m²,simple,Dépose + fourniture + pose,185.38
Menuiseries extérieures,Volets,Volets roulants avec motorisation PVC,m²,simple,Dépose matériaux sinistrés,1.17
Menuiseries extérieures,Volets,Volets roulants avec motorisation PVC,m²,simple,Fourniture matériaux neufs,129.39
Menuiseries extérieures,Volets,Volets roulants avec motorisation PVC,m²,simple,Pose matériaux neufs,1.8
Menuiseries extérieures,Volets,Volets roulants avec motorisation PVC,m²,simple,Pose + fourniture,131.19
Menuiseries extérieures,Volets,Volets roulants avec motorisation PVC,m²,simple,Dépose + fourniture + pose,132.37
Menuiseries extérieures,Volets,Volets roulants avec motorisation bois,m²,composée,Dépose matériaux sinistrés,3.67
Menuiseries extérieures,Volets,Volets roulants avec motorisation bois,m²,composée,Fourniture matériaux neufs,171.86
Menuiseries extérieures,Volets,Volets roulants avec motorisation bois,m²,composée,Pose matériaux neufs,13.2
Menuiseries extérieures,Volets,Volets roulants avec motorisation bois,m²,composée,Pose + fourniture,185.06
Menuiseries extérieures,Volets,Volets roulants avec motorisation bois,m²,composée,Dépose + fourniture + pose,188.72
Menuiseries extérieures,Volets,Volets roulants avec motorisation alu,m²,simple,Dépose matériaux sinistrés,0.82
Menuiseries extérieures,Volets,Volets roulants avec motorisation alu,m²,simple,Fourniture matériaux neufs,190.97
Menuiseries extérieures,Volets,Volets roulants avec motorisation alu,m²,simple,Pose matériaux neufs,2.2
Menuiseries extérieures,Volets,Volets roulants avec motorisation alu,m²,simple,Pose + fourniture,193.17
Menuiseries extérieures,Volets,Volets roulants avec motorisation alu,m²,simple,Dépose + fourniture + pose,193.99
Menuiseries extérieures,Volets,Volets roulants avec motorisation acier,m²,composée,Dépose matériaux sinistrés,3.51
Menuiseries extérieures,Volets,Volets roulants avec motorisation acier,m²,composée,Fourniture matériaux neufs,209.53
Menuiseries extérieures,Volets,Volets roulants avec motorisation acier,m²,composée,Pose matériaux neufs,4.17
Menuiseries extérieures,Volets,Volets roulants avec motorisation acier,m²,composée,Pose + fourniture,213.7
Menuiseries extérieures,Volets,Volets roulants avec motorisation acier,m²,composée,Dépose + fourniture + pose,217.21
Menuiseries extérieures,Volets,Volets persiennes PVC,m²,simple,Dépose matériaux sinistrés,6.49
Menuiseries extérieures,Volets,Volets persiennes PVC,m²,simple,Fourniture matériaux neufs,24.95
Menuiseries extérieures,Volets,Volets persiennes PVC,m²,simple,Pose matériaux neufs,36.1
Menuiseries extérieures,Volets,Volets persiennes PVC,m²,simple,Pose + fourniture,61.05
Menuiseries extérieures,Volets,Volets persiennes PVC,m²,simple,Dépose + fourniture + pose,67.54
Menuiseries extérieures,Volets,Volets persiennes bois,m²,simple,Dépose matériaux sinistrés,2.45
Menuiseries extérieures,Volets,Volets persiennes bois,m²,simple,Fourniture matériaux neufs,49.75
Menuiseries extérieures,Volets,Volets persiennes bois,m²,simple,Pose matériaux neufs,2.21
Menuiseries extérieures,Volets,Volets persiennes bois,m²,simple,Pose + fourniture,51.96
Menuiseries extérieures,Volets,Volets persiennes bois,m²,simple,Dépose + fourniture + pose,54.4
Menuiseries extérieures,Volets,Volets persiennes alu,m²,simple,Dépose matériaux sinistrés,0.58
